id,order_id,product_code,product_name,quantity,unit_price,discount_pct,line_total,service_start_date
802Jvmzr8FgZcck4pP,801r2talYDzPkx2dKz,SKU-SVC-300,Professional Services Pack,8,4691,15,37528,2023-01-19
802ah5f2hFKVJOVTBx,801r8ftE04b9FleW3r,SKU-CRM-100,CRM Platform Seat,11,3429,0,37719,2024-10-01
802BFxcwRJu8Bet1rd,801VJXQgXEqfwc3wkj,SKU-INT-410,Integration Connector,2,3851,10,7702,2025-05-03
802r5Ktb5kzXOBwdU7,801Hhrt1LzZTxYXypN,SKU-ANL-210,Analytics Add-on,28,720,10,20160,2025-12-31
802LbW8r75d4qp2oOD,801M5nhSURT2tOhLpB,SKU-ANL-210,Analytics Add-on,34,4820,10,163880,2023-05-02
8029q8vvGLhrpuQIu9,8018qAtjVhRhHJRK7l,SKU-SVC-300,Professional Services Pack,11,2693,10,29623,2022-10-28
802l3Tm5GT0NvwVXw4,801BVHxuYCGvSa2CB2,SKU-SVC-300,Professional Services Pack,23,3762,20,86526,2023-02-18
8021SUrwoJpjM59ITu,801BhaFQjNBLvflMRs,SKU-SUP-500,Premium Support,31,1786,10,55366,2024-06-16
802SfFG9QB9BQpmlcw,80129qXpCJ5xUihkqH,SKU-SVC-300,Professional Services Pack,4,3116,0,12464,2024-06-27
802ASnn0Z4WXFKV11H,8010luuzFCmYCaQ1Yq,SKU-INT-410,Integration Connector,11,835,20,9185,2024-06-02
802pgA28XPLnEWGF4k,801Bh0dPskYxI1k9cr,SKU-CRM-100,CRM Platform Seat,16,4381,0,70096,2025-08-17
802v7g0GvO8DPBzkUU,801YOcAG3DT73ZMFJ3,SKU-SVC-300,Professional Services Pack,37,686,0,25382,2023-04-04
802sIGyJsuRkV1u2iM,801A2IzoFRMi91goIT,SKU-CRM-100,CRM Platform Seat,24,267,20,6408,2022-08-23
802bAbPhxnFSgQBAXs,801cnWOqcgYougwCE5,SKU-ANL-210,Analytics Add-on,39,1531,0,59709,2023-11-21
802hKU2JYJwxzUDZFF,8016T5yVARJC4E25Rn,SKU-CRM-100,CRM Platform Seat,18,2506,10,45108,2025-11-07
802okrcC0sTv7hbeLi,801ZSo4K7hqmzLlUhV,SKU-CRM-100,CRM Platform Seat,23,397,10,9131,2022-07-05
802Mo7WzRIyVpXxBTH,801vINkwmRLv4z8u7E,SKU-CRM-100,CRM Platform Seat,11,3923,5,43153,2025-10-21
802yGACTwScGF4WNfs,801frIqObVSgJSaGZF,SKU-SVC-300,Professional Services Pack,35,3844,5,134540,2022-12-29
802HVIfKyrBZjcJNAI,8010Wo8mr5nUpbvd1h,SKU-SVC-300,Professional Services Pack,28,244,0,6832,2022-12-01
802LTL2AnCrk5eNXl4,801AZ6Mopurq2A8TCO,SKU-CRM-100,CRM Platform Seat,28,2931,20,82068,2024-11-26
802psogjEFiifGU9QH,801A4TwurBZlfAmolf,SKU-ANL-210,Analytics Add-on,40,1367,20,54680,2023-05-31
802ks5wSRDr5cKSVWQ,8017bAojMnEnhVsuvJ,SKU-ANL-210,Analytics Add-on,36,4395,0,158220,2023-06-13
802LJ5WZ0bkcXqlvyv,801M4qujqajh8SSvxv,SKU-SUP-500,Premium Support,36,2167,0,78012,2024-07-17
802lolEBnytsm3HvRZ,801BQZBlGJrNrnwjvN,SKU-SVC-300,Professional Services Pack,7,1922,10,13454,2025-11-20
802Zfoj8HGLgkwIWoE,80116Ixe3bRM7VX87z,SKU-SUP-500,Premium Support,19,4564,0,86716,2023-03-19
802AVnmmeSa0m1a4Pp,801auzUVtMVJFN5jGJ,SKU-ANL-210,Analytics Add-on,23,2546,5,58558,2022-09-26
802YlwCANL4StP3J7A,801TPKKRGRjpCIyWlU,SKU-INT-410,Integration Connector,22,534,20,11748,2025-04-11
802uSmFleQF4GjGrKs,801ZYywnk9Ktw23jbj,SKU-CRM-100,CRM Platform Seat,33,4512,0,148896,2023-09-07
802S2tDIJsCXdkeKI7,801dTZufech3qqEkdm,SKU-SVC-300,Professional Services Pack,14,4950,5,69300,2023-06-30
802USS7TA7PgEvpb0S,801FCdiK0MugmSGaAc,SKU-INT-410,Integration Connector,28,952,0,26656,2025-03-08
802zt6ELlxClOwHIkL,801TuWjEYZsqLYfKBH,SKU-ANL-210,Analytics Add-on,26,1209,0,31434,2023-06-14
8020TzgdxKDhRuKpm6,801eazQBeONggxoBv8,SKU-INT-410,Integration Connector,24,2612,5,62688,2022-12-09
802JKsQ0IRtUlQmoIP,801EjuTjfXdhWaNpbS,SKU-CRM-100,CRM Platform Seat,23,1205,20,27715,2022-09-11
802PeugbcFUNwDonEF,801yzxcc1T5e90Cd5R,SKU-SVC-300,Professional Services Pack,28,2513,0,70364,2023-10-12
802MCn4dJEJGhbiAaL,801ulREXWsC5DosVav,SKU-INT-410,Integration Connector,3,739,10,2217,2025-05-23
802ng65MvEp4I5MUke,8016KqoYLrscfsEoDY,SKU-SUP-500,Premium Support,8,1966,15,15728,2024-10-28
8028qw7nTMQy5zn2Bx,801zwJ9hvl4njopAHj,SKU-SUP-500,Premium Support,38,2137,10,81206,2022-04-15
802RqDRVHvWVtwjT64,801K6UUUTTANUWvJWC,SKU-INT-410,Integration Connector,21,2747,5,57687,2025-05-27
802f5H3eS2XeyWd3M8,801zRdSgp37vJEg13U,SKU-ANL-210,Analytics Add-on,23,4504,10,103592,2025-11-24
8028n6KZMdCJDk1CeW,801iQoeWsdOU1TtzvS,SKU-SUP-500,Premium Support,31,4262,20,132122,2022-04-04
802x8Pstbx0kKPCBpt,801IvlnlsDFZttH8u6,SKU-ANL-210,Analytics Add-on,9,563,10,5067,2024-02-04
802DEmPI8btL2zMQzM,8016NbdHzd9kdAnAck,SKU-CRM-100,CRM Platform Seat,26,1575,0,40950,2025-01-17
802vwigs0FGHbfWojv,801ih8FGpNEn61TrO7,SKU-SVC-300,Professional Services Pack,33,703,15,23199,2024-10-12
802OpNmTveAoInfEO7,801OaUTCwuzw8Oiw6i,SKU-SVC-300,Professional Services Pack,28,1937,20,54236,2023-02-05
802F7015TsgqeJdQEV,801sl0EgEYCVMNbbLR,SKU-SUP-500,Premium Support,20,3425,5,68500,2025-02-28
802Mp9ggZThx6ZtuMx,801CqkjLFwA9H6DUVm,SKU-CRM-100,CRM Platform Seat,19,3560,5,67640,2025-05-10
802jGdYp6ocHmhOtaL,801T10nSZOAgK3DHQQ,SKU-CRM-100,CRM Platform Seat,1,2218,5,2218,2023-02-14
802ozd6Mx4wFPekf1s,801I8qLg8S8j1UT0PC,SKU-ANL-210,Analytics Add-on,22,3448,0,75856,2022-02-15
802k48UtBbGLBgeBPC,801YQCDa9aU0yerUhD,SKU-ANL-210,Analytics Add-on,37,4842,10,179154,2024-10-03
802Mv2maczp5XebdNn,801beqRae8F2ZzH8wL,SKU-ANL-210,Analytics Add-on,14,3742,0,52388,2023-05-15
802GmC15785Noxyhd7,8014K6s3NhrAnp3JuE,SKU-INT-410,Integration Connector,40,4543,20,181720,2025-08-25
802QtBPTqIwPrU9DDC,801vC1y3P3bppxAjWB,SKU-ANL-210,Analytics Add-on,15,4763,5,71445,2022-03-03
8021LAfRN9r8w0jrlo,801jU6llkVgg0IbJgQ,SKU-CRM-100,CRM Platform Seat,14,2870,0,40180,2023-02-16
802t6P7ghAIjl7WclF,801BAPyHXoAZC6Mr2y,SKU-SUP-500,Premium Support,26,1880,20,48880,2024-09-29
802VAoOdMxANMrWs3U,801ZHURjWQUav9G0l7,SKU-SUP-500,Premium Support,3,2796,10,8388,2024-04-03
802yoxhrpftNTzuQeT,801ZTZaihlGgx5HJ0D,SKU-CRM-100,CRM Platform Seat,25,3567,5,89175,2024-07-15
80245cAHuxDWnRjiR8,8016BkEMuEzxECp9JJ,SKU-SVC-300,Professional Services Pack,21,4431,5,93051,2022-05-19
802V4wF6x0j43Q4E7g,801bhsXA1vVr6xJnpI,SKU-ANL-210,Analytics Add-on,9,2164,0,19476,2022-02-27
802nkB5Agpt9Sy2ATF,801fx3rPooZ4aHFThv,SKU-ANL-210,Analytics Add-on,36,4759,10,171324,2022-05-31
802saWh1Zf19LQZlPN,801uJannHrWG6TiUKW,SKU-ANL-210,Analytics Add-on,5,3033,0,15165,2025-08-08
802Rz9qnRNddwXxsMh,801IcWgihHueO8e2lm,SKU-ANL-210,Analytics Add-on,12,3544,0,42528,2025-04-11
802gHOx6K8TPkuzDTy,801GLlYgwpvQoopjKY,SKU-SUP-500,Premium Support,21,2191,20,46011,2024-11-01
8029004cZKyWb8iyLV,8011KZPTBZ1iQyVTyJ,SKU-SVC-300,Professional Services Pack,25,719,0,17975,2025-11-14
802tcvFkC0C5O2hWSq,801H5ucbUzmEQDYoTP,SKU-CRM-100,CRM Platform Seat,39,4793,20,186927,2022-07-21
802MnFEqcN2DRv1XVu,801galrz1Iqa3i2nSA,SKU-CRM-100,CRM Platform Seat,13,4317,0,56121,2022-12-30
802ws36lahkrZzoLgm,801PLEYlaIrbNKq05p,SKU-SUP-500,Premium Support,34,829,15,28186,2024-03-23
802hkEoCw5UTBvmHok,801v8j8QfzUDlxPAxX,SKU-SVC-300,Professional Services Pack,16,4093,15,65488,2023-08-08
802DG0gaaT097ZzQ3X,801a5Yo3LHzOYssCM2,SKU-INT-410,Integration Connector,9,4063,5,36567,2024-04-29
802EYDa6X4bPGXXwmP,801mfHqnLcwJ3LHfpZ,SKU-INT-410,Integration Connector,16,806,0,12896,2025-04-05
80263BX6ZybWNqZD3D,80147UCsjLROlKgUcY,SKU-SUP-500,Premium Support,27,978,15,26406,2025-12-03
802tRot4g3ibz3vYas,801oZfbGoXTa41vN8Q,SKU-CRM-100,CRM Platform Seat,29,3256,20,94424,2025-01-04
8021NeI8jYFvBwpLna,801xoH0Nu1p0MNeH4N,SKU-SUP-500,Premium Support,25,617,0,15425,2023-02-25
8028W6ueFmXAp9UFoL,801o2zbXvhgsNlayij,SKU-SVC-300,Professional Services Pack,6,4940,15,29640,2023-03-03
802qyTPcvd2neAObC1,801MQzts4HswtcIFy4,SKU-SVC-300,Professional Services Pack,33,681,10,22473,2025-02-04
802J5JfWuiCSxcEwv7,801jVd691kGqZkgkrf,SKU-SUP-500,Premium Support,34,3522,0,119748,2022-03-09
802B2IcnKzTWUFhA1v,8012cjG1Y64QoaHj9l,SKU-CRM-100,CRM Platform Seat,1,1971,15,1971,2025-08-13
802qMMIELVC2ZrssYi,801pHNjj5uHavp8QOX,SKU-SVC-300,Professional Services Pack,33,1519,0,50127,2024-08-10
802GSEF5CV00b4QZCo,801kdrtNCfuY3zdrnh,SKU-INT-410,Integration Connector,22,964,0,21208,2023-09-26
802EZlyagBQXGf2tRK,8010MFbLJk6HtIWBOj,SKU-SUP-500,Premium Support,1,1522,5,1522,2025-01-25
80211EgsRwRy9BxmI0,8012vuCcv60OtZQ96K,SKU-SUP-500,Premium Support,17,2017,10,34289,2023-07-19
802sUTe3AIWb7uAd8N,801gRVj0zjn0Pq1yH9,SKU-INT-410,Integration Connector,11,2548,15,28028,2023-05-23
802lh8DX7RnsBJ0Qfg,801BNO937Dfa1bo28M,SKU-SVC-300,Professional Services Pack,11,3295,0,36245,2023-08-15
802S0WeigpW0dIKc8o,801bbhBvs3Ro32htde,SKU-SVC-300,Professional Services Pack,6,2105,15,12630,2022-02-17
8020R9oEO0q8tBh4fx,801WjKIrGWxvWHlcKU,SKU-SVC-300,Professional Services Pack,33,2727,20,89991,2025-12-08
8028Fre3WGw4sLtLJ8,801xjVGAlhEnVL7llk,SKU-SUP-500,Premium Support,7,3626,10,25382,2024-08-11
802373ZRw8AaTbjVF9,801RgdA07RwnmliXa2,SKU-ANL-210,Analytics Add-on,32,2592,20,82944,2024-03-12
8027ysdCBdfkjbwXzC,801e2jk8eB7F2HA9ao,SKU-ANL-210,Analytics Add-on,33,2616,10,86328,2022-10-29
802tVZ0vEb2CnavTo7,801fl6I5aNkUXbew2F,SKU-INT-410,Integration Connector,37,3252,10,120324,2022-12-06
8028kN66vJGthnhRuB,801CGOFJ0Xh0XkE4KM,SKU-SUP-500,Premium Support,30,2175,10,65250,2024-06-25
802AOMvlc1pNyixOgG,801YxC8WLznX8nu4nP,SKU-SVC-300,Professional Services Pack,6,3755,20,22530,2025-06-13
802UiXUVSMwQTFzOOv,801AsIq24GZd9iZGi1,SKU-SVC-300,Professional Services Pack,14,3791,20,53074,2024-11-14
8020c5Rdo22NFSYTwS,801RObXiDlAh7CJ8Dg,SKU-SVC-300,Professional Services Pack,20,612,15,12240,2022-01-31
802FLWwxZsTs9K206m,801FV5aDScLK13BKLk,SKU-SVC-300,Professional Services Pack,10,4085,20,40850,2022-08-16
802aabfITwwOYs02tf,801wVkO4TYM0IkyRnA,SKU-SVC-300,Professional Services Pack,13,3108,0,40404,2022-07-08
802tgExGVB8Gcbnpb6,801MWepbNCb2V3yN2Y,SKU-ANL-210,Analytics Add-on,8,1952,20,15616,2025-12-10
8025FQXGVDOnaXWg3N,801WHF8sQSDfYOhKZC,SKU-CRM-100,CRM Platform Seat,34,1911,15,64974,2025-12-30
8025DjBrmqhGmVEGh2,801iqRJTEb7zhfCCJl,SKU-CRM-100,CRM Platform Seat,17,4245,0,72165,2024-02-14
802HdYs8SG8EIeDdnA,801D8vXwHqS3cc1gqi,SKU-SUP-500,Premium Support,14,4704,5,65856,2024-05-17
8021UIRJXcXiJetA5p,801UgkfZpKjwZueV9x,SKU-SVC-300,Professional Services Pack,16,3694,5,59104,2024-02-07
802hUufy2Unkdlnv7t,801f2cDSH95NdeR4io,SKU-INT-410,Integration Connector,23,3208,0,73784,2023-03-19
802BIllAOXZlbH1myv,801U8N77CmVIy8rReX,SKU-SVC-300,Professional Services Pack,40,1169,0,46760,2022-03-06
802AkA2cy1RdAwXm0K,801MFNdoQSegeBavBW,SKU-SUP-500,Premium Support,34,4200,15,142800,2022-08-13
802FAiOQVs8S07iVKA,801HGnu4eC1CdRVtWh,SKU-SUP-500,Premium Support,39,3403,0,132717,2023-03-07
802jhKCU0fa6FH47Cu,801hEEYyihiF7rYRiG,SKU-SVC-300,Professional Services Pack,10,3111,10,31110,2025-06-29
802XidVdIB94uKzFEL,801QUSHB2YvpuowvQ6,SKU-SVC-300,Professional Services Pack,10,3794,0,37940,2025-05-27
802e0Trh5vkO9IhUNs,801j1eiNWUEW9dsY6z,SKU-INT-410,Integration Connector,26,2883,10,74958,2025-09-05
802xb1fp2xCk84mvgr,801E2iO81msmSgsqcq,SKU-INT-410,Integration Connector,30,3582,15,107460,2024-06-06
802aNwmDjWPskpLy0U,801JhpLFS78rfG3AjK,SKU-CRM-100,CRM Platform Seat,39,2430,10,94770,2022-04-15
802Qd06KDJ5HFBHfA2,8017hntSPJ6AjFjmnn,SKU-ANL-210,Analytics Add-on,40,4605,0,184200,2023-01-03
802NIi1sYxx6tO7H94,801UlkbAEQA8CXLqHZ,SKU-CRM-100,CRM Platform Seat,23,3812,0,87676,2024-12-29
802CjuO0Uhz52DaHWr,801TTGLm56gzf8UsCr,SKU-SUP-500,Premium Support,38,2236,20,84968,2023-04-27
8020syD7sXXwzuUc9I,801PFF8cmP6axMSLWg,SKU-SUP-500,Premium Support,31,762,0,23622,2022-11-07
802LPkOqZ34ZlvhvCf,801eNgScNyGOAIPKVO,SKU-ANL-210,Analytics Add-on,32,4099,0,131168,2022-01-06
802B4GUMK5iocX2hY6,801uVftvMrjSw9HSyH,SKU-CRM-100,CRM Platform Seat,26,1148,5,29848,2025-12-25
802DIdO4sMjd2WBC6j,801jtOBWV9HyAmAaSN,SKU-SVC-300,Professional Services Pack,13,2483,20,32279,2025-11-04
802yIAjmjxbtKV904K,801KV4Cl8FApMuchFI,SKU-SUP-500,Premium Support,20,390,0,7800,2022-11-08
802ESR1SVJEtFjUe2K,801RDIVb7Qk80s8ylc,SKU-CRM-100,CRM Platform Seat,8,2617,10,20936,2022-09-20
802IMmNbZoCdGC4FrG,801ra4f93ebFnz1NkT,SKU-SUP-500,Premium Support,28,1915,5,53620,2024-04-24
802iXwKwrdoKgSctTJ,801fCRxmEzwvh8NK6y,SKU-SUP-500,Premium Support,2,651,20,1302,2023-06-13
802MQFfb6eKZtSEYf8,801Ek5T5EF4BZ4zvI4,SKU-SVC-300,Professional Services Pack,36,3035,10,109260,2025-12-26
802cX0VKuzawccArgv,8012hSAjoRtkdTWpZr,SKU-CRM-100,CRM Platform Seat,40,3022,15,120880,2022-09-07
802bizulFfoRuhLbi8,80182AJ2su5EM4wdpC,SKU-CRM-100,CRM Platform Seat,36,3242,0,116712,2024-06-08
802peg2a8Hp3LzYpyy,801gBVW4vL2WLOh31F,SKU-SUP-500,Premium Support,4,1179,0,4716,2023-03-07
802lAtU5YrkdhvZ74x,8012dsIVz1OR9QD74g,SKU-SVC-300,Professional Services Pack,19,878,20,16682,2025-09-05
802XfleKCfD2F8r3j6,801QTPa3eWcIKBwQE1,SKU-SUP-500,Premium Support,22,2382,20,52404,2023-03-15
802nH1IdzA5KjF1ADS,8013R8reY5nqKzvpgP,SKU-CRM-100,CRM Platform Seat,30,1316,20,39480,2024-03-22
802q5jsXn8bg3IKbYe,8012wzJkRheekV8Qjj,SKU-ANL-210,Analytics Add-on,11,3030,0,33330,2025-09-08
802sWdw0HmIX4YEpeW,801jybjFtHqREZiCdV,SKU-CRM-100,CRM Platform Seat,6,486,10,2916,2025-10-17
802C4kJyUfGvjZ3l8s,801xHBrUrXL5AWvuAU,SKU-SUP-500,Premium Support,20,3036,15,60720,2022-01-13
802SQPzD7k2oDHzWJl,801qzL7WanUDbAEiC1,SKU-CRM-100,CRM Platform Seat,14,3203,5,44842,2024-04-29
802SPqlMfpJ8CYCifm,801n1RCeU0bheQCX5v,SKU-SUP-500,Premium Support,24,525,15,12600,2025-03-18
802xRO4OA0JrzEkjWw,8018fZnQNNvUjGgHYB,SKU-INT-410,Integration Connector,31,373,10,11563,2025-03-17
802xKAeoIQcCzphhZy,801lbJ0r969AE90K7G,SKU-SVC-300,Professional Services Pack,9,3428,5,30852,2023-08-15
802XaNQImLGcZKcoRC,801p5gLKfOOTmABYKq,SKU-SUP-500,Premium Support,23,4736,0,108928,2025-12-18
802yU4Fnnmlc8MM31q,801FUFTkIuSAwy1b8f,SKU-SVC-300,Professional Services Pack,24,2637,0,63288,2023-06-25
802txtzmoo71Megd8s,801A8G2X9SszR1Yfbd,SKU-SVC-300,Professional Services Pack,10,3614,0,36140,2022-07-13
802GCih9voQB8O6sbM,801UJIvi3nm8BAG5JB,SKU-SUP-500,Premium Support,29,3280,20,95120,2024-12-11
802XucvtscesITfTpe,8011LIEsgYAk7T1d1H,SKU-SUP-500,Premium Support,31,2240,20,69440,2022-06-24
