status,lead_source,lead_owner_id,owner_role,task_count,open_task_count,closed_task_count,high_priority_task_count,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,open_task_ratio,closed_task_ratio,high_priority_task_ratio,task_velocity,high_priority_velocity,task_count_per_owner_day,task_activity_recency_score,task_created_recency_score,lead_age_bucket,task_count_bucket,lead_is_converted,task_count_per_owner_day_clean,status_context_raw,lead_source_context_raw,owner_role_context_raw,status_context_score,lead_source_context_score,owner_role_context_score,context_score,engagement_score,urgency_score,activity_strength_score,priority_score,priority_percentile,priority_bucket,recommended_action,logistic_prob,xai_logit,xai_probability,reason_1,reason_2,reason_3,xai_summary
Nurturing,Outbound,005Ozb2jx0nnrpjBm7,SDR,6,2,4,3,555,708,0.0,0.0,0.3333333333333333,0.6666666666666666,0.5,0.0107913669064748,0.0053956834532374,0.0084626234132581,1.0,1.0,366_730,6_10,0,0.0084626234132581,0.5153911272513128,0.5230338145896657,0.5197045550698068,0.2554464285714286,0.5002678571428572,0.4477678571428571,0.3795982142857143,0.931142857142857,0.3175356157182284,0.7127008928571429,50.459863114404,0.4491071428571428,Cool,Nurture and monitor,0.4459731400126205,-0.21695444328415195,0.44597314001262056,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Nurturing,Inbound,005eP2OT2tJzd6Dja9,BDR,3,2,1,1,445,324,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0067264573991031,0.0022421524663677,0.0092307692307692,1.0,1.0,366_730,3_5,1,0.0092307692307692,0.5153911272513128,0.5285364145658262,0.5312605788761002,0.2554464285714286,0.6688392857142857,1.0,0.5490446428571429,0.6949464285714285,0.3323391871467998,0.5772142857142857,51.60303275726115,0.5016964285714286,Warm,Follow up within 48 hours,0.4671810705881744,-0.13146473279774137,0.4671810705881744,Lower days since last task activity increased priority,Higher task activity recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and owner = role_bdr."
Qualified,Event,005zvrK8BJ2mrycCIE,AE,4,1,3,1,411,0,0.0,0.0,0.25,0.75,0.25,0.0097087378640776,0.0024271844660194,-0.3636363636363636,1.0,1.0,366_730,3_5,1,4.0,0.5299698118856344,0.5190130333478957,0.530961155961156,0.7454464285714286,0.1707142857142857,0.5523214285714285,0.5056651785714286,0.7670669642857143,0.3365177585753712,0.7126517857142857,52.78999704297542,0.5532142857142858,Warm,Follow up within 48 hours,0.4315401791554105,-0.2755700136930193,0.4315401791554105,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task ratio increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task ratio increased priority."
Qualified,Outbound,005tcchhnKXX6SYaxV,SDR,2,1,1,1,91,1215,713.0,686.0,0.5,0.5,0.5,0.0217391304347826,0.0108695652173913,0.0016447368421052,0.0014556040756914,0.0014005602240896,91_180,1_2,1,0.0016447368421052,0.5299698118856344,0.5230338145896657,0.5197045550698068,0.7454464285714286,0.5002678571428572,0.4477678571428571,0.6000982142857144,0.3654866071428571,0.2090141772900512,0.72003125,44.78439853298726,0.2360714285714285,Cold,Add to nurture campaign,0.3913310649318216,-0.4417205842105306,0.3913310649318216,Lower days since last task created increased priority,Higher task created recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task created increased priority, higher task created recency increased priority, and higher closed task count increased priority."
Open,Outbound,005PuqoGxlvwVICWiV,BDR,3,1,2,2,934,648,0.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0032085561497326,0.002139037433155,0.0046224961479198,1.0,1.0,730_plus,3_5,0,0.0046224961479198,0.5309560742601074,0.5230338145896657,0.5312605788761002,1.0,0.5002678571428572,1.0,0.82509375,0.7378660714285714,0.2648749014325141,0.4605446428571428,60.31276490011828,0.8263392857142857,Hot,Contact today,0.523214095036612,0.09292318625847654,0.523214095036612,Lower days since last task activity increased priority,Higher task activity recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and owner = role_bdr."
Qualified,Outbound,00536VT96AN7M9vHvw,BDR,3,2,1,1,528,368,99.0,95.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0056710775047258,0.0018903591682419,0.008130081300813,0.0104166666666666,0.01,366_730,3_5,0,0.008130081300813,0.5299698118856344,0.5230338145896657,0.5312605788761002,0.7454464285714286,0.5002678571428572,1.0,0.7105446428571429,0.4973035714285714,0.276031541595479,0.5329285714285714,51.97808910500723,0.5177678571428571,Warm,Follow up within 48 hours,0.4596025095686226,-0.16194295587412239,0.45960250956862264,Higher task created recency increased priority,Lower days since last task created increased priority,Owner = role_BDR,"This lead is ranked higher because higher task created recency increased priority, lower days since last task created increased priority, and owner = role_bdr."
Nurturing,Web,005IAWyyPlUBLQDIva,SDR,5,4,1,0,1173,0,0.0,0.0,0.8,0.2,0.0,0.004258943781942,0.0,-0.0279329608938547,1.0,1.0,730_plus,3_5,1,5.0,0.5153911272513128,0.5322990365798584,0.5197045550698068,0.2554464285714286,1.0,0.4477678571428571,0.5545044642857143,0.7386071428571428,0.2333570442896569,0.4851607142857143,48.80463990011828,0.3833928571428571,Cool,Nurture and monitor,0.3955916566066407,-0.4238675256789803,0.3955916566066407,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lead = source_Web,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lead = source_web."
Open,Inbound,005udoqsW2EyiZN9b0,BDR,4,3,1,2,1284,0,0.0,0.0,0.75,0.25,0.5,0.003112840466926,0.001556420233463,-0.0042826552462526,1.0,1.0,730_plus,3_5,0,4.0,0.5309560742601074,0.5285364145658262,0.5312605788761002,1.0,0.6688392857142857,1.0,0.8840937499999999,0.8084330357142857,0.2174820442896569,0.5515446428571429,63.57231847154685,0.911875,Hot,Contact today,0.4972515067844511,-0.010994083598648681,0.4972515067844511,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Qualified,Trade Show,005GmCcmrt3DPvCZcO,BDR,8,4,4,1,1221,0,0.0,0.0,0.5,0.5,0.125,0.0065466448445171,0.0008183306055646,-0.0402010050251256,1.0,1.0,730_plus,6_10,0,8.0,0.5299698118856344,0.5229218060850713,0.5312605788761002,0.7454464285714286,0.336875,1.0,0.653357142857143,0.9199196428571428,0.2269641871467998,0.5876607142857142,57.218211328689705,0.726875,Warm,Follow up within 48 hours,0.4613385102377494,-0.1549552707167057,0.46133851023774947,Lower days since last task activity increased priority,Higher task activity recency increased priority,Lower lead age increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and lower lead age increased priority."
Working,Event,005f9kyPUYR0yZXH7k,SDR,4,2,2,3,957,0,0.0,0.0,0.5,0.5,0.75,0.0041753653444676,0.0031315240083507,-0.0063391442155309,1.0,1.0,730_plus,3_5,1,4.0,0.5281847968545216,0.5190130333478957,0.5197045550698068,0.4942857142857143,0.1707142857142857,0.4477678571428571,0.3717321428571428,0.8426919642857144,0.2621963300039427,0.6730669642857143,46.31968454297543,0.2878571428571428,Cool,Nurture and monitor,0.4924423962064602,-0.030232717732423427,0.4924423962064602,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher high priority task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher high priority task count increased priority."
Working,Inbound,005lECbWsEiD75E7eC,SDR,3,2,1,1,690,0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.004341534008683,0.0014471780028943,-0.0161290322580645,1.0,1.0,366_730,3_5,0,3.0,0.5281847968545216,0.5285364145658262,0.5197045550698068,0.4942857142857143,0.6688392857142857,0.4477678571428571,0.5460758928571429,0.6949464285714285,0.2990534728610855,0.5547276785714286,50.26084525726113,0.4409821428571429,Cool,Nurture and monitor,0.5098179637710499,0.03927690359732923,0.5098179637710499,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Nurturing,Inbound,005U1cnD3W8AfIM0Y9,BDR,3,3,0,0,762,304,0.0,0.0,1.0,0.0,0.0,0.0039318479685452,0.0,0.0098360655737704,1.0,1.0,730_plus,3_5,1,0.0098360655737704,0.5153911272513128,0.5285364145658262,0.5312605788761002,0.2554464285714286,0.6688392857142857,1.0,0.5490446428571429,0.6015535714285714,0.2891249014325141,0.3561785714285714,46.22838990011828,0.28375,Cool,Nurture and monitor,0.5606855809528621,0.24394491342287783,0.5606855809528621,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
Open,Trade Show,005mm9vtHx0K9TGlB7,SDR,4,3,1,1,358,196,74.0,57.0,0.75,0.25,0.25,0.011142061281337,0.0027855153203342,0.0203045685279187,0.0172413793103448,0.0133333333333333,181_365,3_5,1,0.0203045685279187,0.5309560742601074,0.5229218060850713,0.5197045550698068,1.0,0.336875,0.4477678571428571,0.6574598214285715,0.5731696428571428,0.3134530490208963,0.6525089285714286,53.690466470626895,0.5921428571428572,Warm,Follow up within 48 hours,0.4683003914689886,-0.12696873212538623,0.46830039146898866,Higher task created recency increased priority,Lower days since last task activity increased priority,Higher closed task count increased priority,"This lead is ranked higher because higher task created recency increased priority, lower days since last task activity increased priority, and higher closed task count increased priority."
Open,Trade Show,005sbu92PDPF7bHdnm,BDR,4,3,1,1,846,0,0.0,0.0,0.75,0.25,0.25,0.0047225501770956,0.0011806375442739,-0.0048959608323133,1.0,1.0,730_plus,3_5,1,4.0,0.5309560742601074,0.5229218060850713,0.5312605788761002,1.0,0.336875,1.0,0.76790625,0.7663973214285714,0.2769284728610856,0.5549375,59.90142561440399,0.8149107142857143,Hot,Contact today,0.5835710964287313,0.3374505417562496,0.5835710964287313,Lower days since last task activity increased priority,Higher task activity recency increased priority,Owner = role_BDR,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and owner = role_bdr."
Working,Outbound,005qf3JcieWVjwiYd7,BDR,3,3,0,0,1324,0,0.0,0.0,1.0,0.0,0.0,0.0022641509433962,0.0,-0.0040106951871657,1.0,1.0,730_plus,3_5,0,3.0,0.5281847968545216,0.5230338145896657,0.5312605788761002,0.4942857142857143,0.5002678571428572,1.0,0.5975223214285714,0.6015535714285714,0.2119463300039427,0.3526607142857142,45.81696132868971,0.27,Cool,Nurture and monitor,0.5387578274666056,0.15534294515930802,0.5387578274666056,Lower days since last task activity increased priority,Higher task activity recency increased priority,Higher closed task count increased priority,"This lead is ranked higher because lower days since last task activity increased priority, higher task activity recency increased priority, and higher closed task count increased priority."
