lead_id,company,status,lead_source,lead_owner_id,company_norm,user_id,owner_role,owner_department,owner_is_active,task_count,open_task_count,closed_task_count,high_priority_task_count,account_id,account_number,account_owner_id,account_type,account_industry,account_annual_revenue,account_employee_count,account_billing_city,account_billing_state,account_billing_country,account_created_date,account_is_active,contact_count,primary_contact_count,unique_contact_departments,unique_contact_titles,lead_source_contact_mode,account_event_count,account_demo_count,account_meeting_count,account_onsite_count,account_qbr_count,contact_event_count,contact_demo_count,contact_meeting_count,contact_qbr_count,last_contact_event_date,lead_age_days,owner_tenure_days,days_since_last_task_created,days_since_last_task_activity,days_since_last_contact_created,days_since_last_account_event,lead_is_converted
00QYSChutY2Aqfw2kw,BlueSky Consulting,Open,Partner Referral,005mzHykyCWibqXEgp,bluesky consulting,005mzHykyCWibqXEgp,BDR,Sales,1,2,2,0,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,698,-84,-434.0,-458.0,,,0
00QX0X1FEyCzK2EBDp,Nimbus Consulting,Qualified,Partner Referral,005H18uJWTVdyNheWe,nimbus consulting,005H18uJWTVdyNheWe,BDR,Sales,1,7,5,2,4,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,539,-424,73.0,66.0,,,1
00Q1J9z2KbPA2kddCD,Evergreen Financial,Open,Trade Show,005mm9vtHx0K9TGlB7,evergreen financial,005mm9vtHx0K9TGlB7,SDR,Sales,1,4,1,3,4,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,329,225,-211.0,-213.0,,,1
00QZGfVtV96qkhcF44,Oakridge Services,Qualified,Trade Show,005vvizm5OfORbfBYV,oakridge services,005vvizm5OfORbfBYV,SDR,Sales,1,3,2,1,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1037,248,-774.0,-790.0,,,1
00QT5ia7UiOE43P5CF,Nimbus Manufacturing,Nurturing,Trade Show,0052yGgxi1v4hCqV4x,nimbus manufacturing,0052yGgxi1v4hCqV4x,SDR,Sales,1,3,1,2,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1412,-231,-1117.0,-1135.0,,,0
00QEa7GYrNAe2mYnZr,Harbor Systems,Open,Web,005EhkAnpKcWuNovJ6,harbor systems,005EhkAnpKcWuNovJ6,BDR,Sales,1,2,1,1,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,280,479,-140.0,-163.0,,,0
00Q5OKbyFcgnNDVrLX,Vertex Group,Open,Trade Show,005voBFvhNYadVKXTu,vertex group,005voBFvhNYadVKXTu,BDR,Sales,1,4,2,2,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1409,-829,-1166.0,-1172.0,,,1
00QZO1GgygCaeQeurx,Lighthouse Systems,Working,Trade Show,005GkgNJqeO2GW2jXH,lighthouse systems,005GkgNJqeO2GW2jXH,SDR,Sales,1,3,2,1,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,449,1028,-63.0,-81.0,,,1
00QroY9bLOBv7fpCl8,Nimbus Partners,Qualified,Partner Referral,0050fGb9Xo51dtJbLu,nimbus partners,0050fGb9Xo51dtJbLu,AE,Sales,1,6,3,3,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,545,439,-339.0,-366.0,,,0
00Q2XQtXek6CPV7rGG,Harbor Logistics,Working,Outbound,005bo0fFeWaVUqG2KV,harbor logistics,005bo0fFeWaVUqG2KV,SDR,Sales,1,7,5,2,5,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,48,711,21.0,-5.0,,,1
00QuPXtUokBu8ghEzE,Northstar Financial,Open,Partner Referral,005d2TMY2eGPYkWkSs,northstar financial,005d2TMY2eGPYkWkSs,AE,Sales,1,5,3,2,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1065,-545,-1034.0,-1045.0,,,1
00QjZqRwKPYl2GOsCa,Lighthouse Retail,Open,Outbound,005SotgxabsZFoiinJ,lighthouse retail,005SotgxabsZFoiinJ,BDR,Sales,1,2,2,0,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,504,-20,-408.0,-410.0,,,0
00QHqtHIZ72G3Y8wov,Clearwater Services,Working,Trade Show,005r8kcdxSxYgha9K0,clearwater services,005r8kcdxSxYgha9K0,SDR,Sales,1,1,1,0,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,812,-488,388.0,384.0,,,1
00QHUXfjoJvPxbpWyi,Acme Energy,Working,Web,005aABhuRiSBg0srbz,acme energy,005aABhuRiSBg0srbz,SDR,Sales,1,4,1,3,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,413,-130,-400.0,-419.0,,,0
00Q3pWIjXE350NWsBM,BlueSky Retail,Nurturing,Web,005O8TxStNstfUeWj7,bluesky retail,005O8TxStNstfUeWj7,BDR,Sales,1,7,4,3,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,694,850,-646.0,-661.0,,,0
00QKkFbnIgQCc8onBt,Northstar Systems,Qualified,Inbound,005g4fdGzuew1U6NXU,northstar systems,005g4fdGzuew1U6NXU,SDR,Sales,1,5,3,2,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1090,-327,-907.0,-932.0,,,1
00Q6FmRyFyoPAr71yx,Cobalt Health,Working,Inbound,005gXBXTL8NV8xfMOI,cobalt health,005gXBXTL8NV8xfMOI,BDR,Sales,1,5,2,3,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1362,-1129,-1368.0,-1383.0,,,1
00QVPLQEvJXmcCDPMA,Pinnacle Consulting,Nurturing,Outbound,005sbu92PDPF7bHdnm,pinnacle consulting,005sbu92PDPF7bHdnm,BDR,Sales,1,7,2,5,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,106,-78,49.0,39.0,,,0
00QmupyxmuJ3c2OgfS,Evergreen Consulting,Nurturing,Inbound,005F4DJKwnDrFRcqbf,evergreen consulting,005F4DJKwnDrFRcqbf,BDR,Sales,1,6,4,2,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,463,696,-421.0,-430.0,,,1
00Q6J3vfZ3KGF9fFES,Clearwater Foods,Working,Web,005gYdlj9yv5Cc6zkp,clearwater foods,005gYdlj9yv5Cc6zkp,BDR,Sales,1,6,2,4,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,989,-688,-948.0,-974.0,,,0
00QoEoe65fceyNPH6w,Evergreen Software,Open,Web,005chtXE6kHD1j5gMk,evergreen software,005chtXE6kHD1j5gMk,BDR,Sales,1,3,0,3,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,824,191,-447.0,-453.0,,,1
00QRnasqqCbtndKIHd,Pinnacle Services,Working,Outbound,005a88RCsXNcc8P2XG,pinnacle services,005a88RCsXNcc8P2XG,BDR,Sales,1,5,3,2,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,702,618,-696.0,-710.0,,,1
00QpEhOcbGLf6hQ5LF,Acme Manufacturing,Nurturing,Outbound,005ITUm8sMeUL9Z9US,acme manufacturing,005ITUm8sMeUL9Z9US,AE,Sales,1,3,2,1,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1381,40,-808.0,-823.0,,,0
00QTHo0FjP6VXGJl3R,Pinnacle Financial,Working,Event,005uzGGUX4TIYx0w3I,pinnacle financial,005uzGGUX4TIYx0w3I,AE,Sales,1,1,0,1,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1226,3,246.0,228.0,,,1
00QGwBa6sYg8cwFgGW,BlueSky Media,Qualified,Trade Show,005M1BnJPIeqHk8Nds,bluesky media,005M1BnJPIeqHk8Nds,SDR,Sales,1,0,0,0,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,254,186,,,,,1
00QnrAGE5gYpXHTMD0,Oakridge Health,Nurturing,Trade Show,0052yGgxi1v4hCqV4x,oakridge health,0052yGgxi1v4hCqV4x,SDR,Sales,1,4,3,1,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,778,403,-631.0,-659.0,,,1
00QGz91jMmelViVvsd,Clearwater Financial,Open,Inbound,005w1rZfJkoRoaYcEo,clearwater financial,005w1rZfJkoRoaYcEo,BDR,Sales,1,3,3,0,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,225,1318,48.0,37.0,,,0
00Q0PyLivN9L8IClPM,Summit Logistics,Nurturing,Trade Show,005vvizm5OfORbfBYV,summit logistics,005vvizm5OfORbfBYV,SDR,Sales,1,7,5,2,4,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,87,1198,-76.0,-82.0,,,1
00QAkPtvmdGoVIMfWN,Vertex Financial,Qualified,Partner Referral,005CyM4CU7TgZ0ieQC,vertex financial,005CyM4CU7TgZ0ieQC,BDR,Sales,1,5,1,4,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,847,611,-733.0,-740.0,,,0
00QBfQ6efQVqea4T6N,Vertex Retail,Nurturing,Trade Show,0052yGgxi1v4hCqV4x,vertex retail,0052yGgxi1v4hCqV4x,SDR,Sales,1,6,4,2,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,38,1143,-16.0,-17.0,,,1
00QWzcmtcFIu470LNe,Northstar Group,Working,Trade Show,005IAWyyPlUBLQDIva,northstar group,005IAWyyPlUBLQDIva,SDR,Sales,1,1,0,1,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,999,-6,285.0,278.0,,,0
00QgGdXzNzurmLDrZD,BlueSky Software,Nurturing,Outbound,005k1Pfjp8rVQw0f9u,bluesky software,005k1Pfjp8rVQw0f9u,BDR,Sales,1,1,1,0,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1402,-172,-563.0,-566.0,,,0
00QwQ7DnoYFna3MknP,Stratus Financial,Working,Outbound,005oRycfOWj8YbLrlq,stratus financial,005oRycfOWj8YbLrlq,AE,Sales,1,7,4,3,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,803,-109,-790.0,-807.0,,,1
00Q6rFy2VABUXJ39jg,Evergreen Systems,Nurturing,Trade Show,005eP2OT2tJzd6Dja9,evergreen systems,005eP2OT2tJzd6Dja9,BDR,Sales,1,1,0,1,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,729,40,-519.0,-544.0,,,1
00QlucD376gGA8Ghs4,Nimbus Consulting,Working,Web,005XZUpRP9HBvLfhY6,nimbus consulting,005XZUpRP9HBvLfhY6,BDR,Sales,1,6,2,4,4,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1108,-42,-1091.0,-1113.0,,,0
00QJroOCNk4ipt5LdG,Evergreen Partners,Nurturing,Partner Referral,005Cu36WnbRoy8DEqo,evergreen partners,005Cu36WnbRoy8DEqo,SDR,Sales,1,3,1,2,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,545,202,-73.0,-88.0,,,1
00Qzmx7Sbh1tzYUWeG,Nimbus Partners,Working,Partner Referral,005JwwpEL8xofdwkwl,nimbus partners,005JwwpEL8xofdwkwl,SDR,Sales,1,4,1,3,3,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,122,713,283.0,253.0,,,1
00QraPn5qPVgHMs3J4,Evergreen Consulting,Qualified,Event,005CyM4CU7TgZ0ieQC,evergreen consulting,005CyM4CU7TgZ0ieQC,BDR,Sales,1,2,1,1,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,39,1419,95.0,83.0,,,0
00Qyssa58C7zR7QGcF,Cobalt Foods,Working,Web,005bZBvn4MclbYAtNN,cobalt foods,005bZBvn4MclbYAtNN,SDR,Sales,1,1,1,0,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,518,-32,164.0,148.0,,,0
00Q8p6p9OMh0R92WaP,Evergreen Manufacturing,Working,Trade Show,005XY6JL792Cjz6tvp,evergreen manufacturing,005XY6JL792Cjz6tvp,BDR,Sales,1,2,1,1,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,962,-188,-362.0,-378.0,,,0
00QP9ujPQ59mdJZrXY,Acme Labs,Qualified,Inbound,005XY6JL792Cjz6tvp,acme labs,005XY6JL792Cjz6tvp,BDR,Sales,1,3,1,2,3,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1142,-368,-1091.0,-1111.0,,,0
00QVV6uZQ7CJ4BAZof,Nimbus Consulting,Working,Outbound,005dJm5gIU7nUKZnv1,nimbus consulting,005dJm5gIU7nUKZnv1,AE,Sales,1,6,4,2,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1348,-820,-1259.0,-1262.0,,,1
00QqGjWXUsrZwuD8WV,Acme Consulting,Open,Inbound,005mzHykyCWibqXEgp,acme consulting,005mzHykyCWibqXEgp,BDR,Sales,1,4,3,1,3,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,65,549,846.0,837.0,,,1
00QtpWu4NYQrHCxA2t,Lighthouse Services,Working,Inbound,005SW3xD3pVRHzXb4Z,lighthouse services,005SW3xD3pVRHzXb4Z,SDR,Sales,1,6,3,3,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1450,-12,-1309.0,-1311.0,,,0
00QURiCGo3a9TRWvWl,Evergreen Media,Qualified,Outbound,005FA8TcXwRGIFLbcj,evergreen media,005FA8TcXwRGIFLbcj,SDR,Sales,1,6,3,3,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1202,-150,-1022.0,-1035.0,,,0
00QJCitxU8lQaKSry8,Oakridge Technologies,Nurturing,Web,005sbu92PDPF7bHdnm,oakridge technologies,005sbu92PDPF7bHdnm,BDR,Sales,1,6,2,4,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,1370,-1342,-978.0,-998.0,,,1
00QBNBTXyYToeV2P28,Ironwood Partners,Qualified,Inbound,005v0k6ScHdsTsZ8Rg,ironwood partners,005v0k6ScHdsTsZ8Rg,AE,Sales,1,2,2,0,0,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,399,622,769.0,766.0,,,0
00Q7O4SKfhozzjTims,Evergreen Services,Qualified,Trade Show,005YgcwjR0nrnHIGZX,evergreen services,005YgcwjR0nrnHIGZX,SDR,Sales,1,7,1,6,3,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,54,1489,97.0,71.0,,,1
00QGu6liIeCboifHh3,Acme Energy,Qualified,Event,005mYnZlHWW2dnL0rt,acme energy,005mYnZlHWW2dnL0rt,BDR,Sales,1,3,1,2,3,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,637,918,109.0,108.0,,,1
00QHjVUeSaFn9ofM2h,Cobalt Retail,Qualified,Inbound,005RYrmmC3EMzwluqj,cobalt retail,005RYrmmC3EMzwluqj,BDR,Sales,1,2,1,1,1,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,191,169,-137.0,-161.0,,,1
00QpzVBpiEuSELWXnZ,Clearwater Software,Open,Web,005T3CcQW30Fc3HxzP,clearwater software,005T3CcQW30Fc3HxzP,BDR,Sales,1,4,1,3,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,420,-75,-400.0,-416.0,,,0
00QgsHAu4Rh2Q6UyVb,Summit Technologies,Qualified,Outbound,005BLRswT6VWAL3Jkq,summit technologies,005BLRswT6VWAL3Jkq,BDR,Sales,1,6,2,4,2,,,,,,,,,,,,,0,0,,,,0,0,0,0,0,0,0,0,0,,747,-11,-45.0,-53.0,,,1
